"model","eco_fuel","energySource","engine_type","typePrivate"
"Toyota Avensis, Model Year 2009",0,"Petrol","4 door 1.8 V-matic 6 speed Manual","Car"
"Toyota Avensis, Model Year 2010",0,"Diesel","Tourer 2.0 D-4D 6-speed Manual","Car"
"Toyota Aygo",0,"Petrol","1.0 VVT-i 3 & 5 door","Car"
"Toyota Aygo , MY2012",0,"Petrol","1.0 VVT-i 5 speed Manual","Car"
"Toyota Aygo MY2012",0,"Petrol","1.0 VVT-i 5 speed Manual","Car"
"Toyota Camry",0,"Petrol","2.4 VVT-i","Car"
"Toyota Celica",0,"Petrol","1.8 VVT-i","Car"
"Toyota Corolla",0,"Petrol","1.6 VVT-i 3 & 5 door","Car"
"Toyota GT86 MY12",0,"Petrol","2.0 Boxer D-4S Auto","Car"
"Toyota GT86 TRD, MY2013",0,"Petrol","2.0 Auto TRD","Car"
"Toyota GT86, MY2012",0,"Petrol","2.0 Boxer D-4S Auto","Car"
"Toyota Hiace",0,"Diesel","Glass Van","Car"
"Toyota Land Cruiser",0,"Diesel","Amazon 4.2 24v TD","Car"
"Toyota Landcruiser",0,"Diesel","3.0 TD Auto","Car"
"Toyota MR2",0,"Petrol","1.8 VVT-i","Car"
"Toyota Picnic",0,"Petrol","2.0 GLS Auto","Car"
"Toyota Previa",0,"Petrol","2.4 VVT-i","Car"
"Toyota Prius",0,"Petrol Hybrid","1.5 VVT-i Hybrid","Car"
"Toyota Prius 10",0,"Petrol Hybrid","Anniversary Special Edition 1.8VVT-i","Car"
"Toyota Prius MY2012",0,"Petrol Hybrid","T3 1.8VVT-i hybrid E-CVT","Car"
"Toyota Prius Model Year 2009",0,"Petrol Hybrid","T3 1.8VVT-i hybrid E-CVT","Car"
"Toyota Prius Plus MY2012",0,"Petrol Hybrid","T4 1.8 VVT-i hybrid E-CVT","Car"
"Toyota Prius Plus, MY2012",0,"Petrol Hybrid","T4 1.8 VVT-i hybrid E-CVT","Car"
"Toyota Prius, MY2012",0,"Petrol Hybrid","T4 1.8 VVT-i hybrid E-CVT","Car"
"Toyota Prius, Model Year 2009",0,"Petrol Hybrid","T3 1.8VVT-i hybrid E-CVT","Car"
"Toyota RAV4",0,"Petrol","2.0 VVT-i 5 door","Car"
"Toyota RAV4 MY2012",0,"Diesel","SR 2.2 D-CAT 150 6-speed Auto","Car"
"Toyota RAV4 Model Year 2009",0,"Petrol","SR 2.2 D-CAT 150 6-speed Auto","Car"
"Toyota RAV4, MY2013",0,"Diesel","2.0 D-4D 6 speed Manual","Car"
"Toyota RAV4, Model Year 2009",0,"Diesel","SR 2.2 D-CAT 150 6-speed Auto","Car"
"Toyota RAV4, Model Year 2010",0,"Petrol","XT- 2.0 V-Matic 6-speed MultiDrive S","Car"
"Toyota Urban Cruiser",0,"Petrol","1.33 VVT-i 6 speed Manual","Car"
"Toyota Verso",0,"Petrol","1.8 VVT-i","Car"
"Toyota Verso MY2010",0,"Petrol","1.8 V-matic M-Drive S","Car"
"Toyota Verso Model Year 2009",0,"Petrol","1.6 V-matic 6-speed Manual","Car"
"Toyota Verso, MY2013",0,"Petrol","2.0 D-4D 6 speed Manual","Car"
"Toyota Verso, Model Year 2009",0,"Petrol","1.8 V-matic 6-speed Manual","Car"
"Toyota Verso, Model Year 2010",0,"Petrol","1.6 V-matic 6 speed Manual","Car"
"Toyota Verso-S MY2011",0,"Petrol","Verso-S 1.33 VVT-i 6-speed Manual","Car"
"Toyota Verso-S, MY2011",0,"Petrol","Verso-S 1.33 VVT-i 6-speed Manual","Car"
"Toyota Yaris",0,"Petrol","Verso 1.3 VVT-i","Car"
"Toyota Yaris Hybrid MY2012",0,"Petrol Hybrid","T3 1.5 VVT-i hybrid E-CVT","Car"
"Toyota Yaris Hybrid, MY2012",0,"Petrol Hybrid","T3 1.5 VVT-i hybrid E-CVT","Car"
"Toyota Yaris MY2012",0,"Petrol","TR 1.4 D-4D 6-speed Multimode","Car"
"Toyota Yaris Model Year 2010",0,"Petrol","1.0 VVT-i 5-speed Manual","Car"
"Toyota Yaris, MY2012",0,"Petrol","1.0 VVT-i 5-speed Manual","Car"
"Toyota Yaris, Model Year 2010",0,"Petrol","1.33 VVT-i 6 speed Manual","Car"
"Toyota iQ",0,"Petrol","1.0 VVT-i","Car"
"Toyota iQ MY2011",0,"Petrol","1.0 VVT-i 5 speed Manual","Car"
"Toyota iQ MY2012",0,"Petrol","1.33 VVT-i 6 speed Manual","Car"
"Toyota iQ, MY2012",0,"Petrol","1.33 VVT-i 6-speed Manual","Car"
"Toyota iQ, Model Year 2010",0,"Petrol","1.0 VVT-i 5-speed Manual","Car"
"Toyota iQ, Model Year 2011",0,"Petrol","1.0 VVT-i 5 speed Manual","Car"
"Vauxhall Adam 2 Door Hatchback, Model Year 2013",0,"Petrol","1.2i 16v VVT ecoFLEX Start/Stop with rear end carrier with 14, 15, 16 or 17' wheels","Car"
"Vauxhall Agila MY2008",0,"Petrol","1.2i 16v 5 Door MPV","Car"
"Vauxhall Agila Model Year 2000",0,"Petrol","1.0 12V","Car"
"Vauxhall Agila Model Year 2009",0,"Petrol","1.3CDTi 16v","Car"
"Vauxhall Agila Model Year 2010",0,"Petrol","1.2i 16v","Car"
"Vauxhall Agila Model Year 2011",0,"Petrol","1.2l 16V ecoFLEX with 14 inch wheels","Car"
"Vauxhall Agila Model Year 2012",0,"Petrol","1.0l 12V ecoFLEX","Car"
"Vauxhall Agila, MY2004",0,"Petrol","1.0 12v Expression 5 Door From VIN: W0L0HAF684G000091","Car"
"Vauxhall Agila, MY2005",0,"Petrol","1.0i 12v 5 Door MPV","Car"
"Vauxhall Agila, MY2006",0,"Petrol","1.0i 12v 5 Door MPV","Car"
"Vauxhall Agila, MY2007",0,"Petrol","1.0i 12v 5 Door MPV","Car"
"Vauxhall Agila, Model Year 2001",0,"Petrol","1.0i 12v","Car"
"Vauxhall Agila, Model Year 2002",0,"Petrol","1.2i 16v","Car"
"Vauxhall Agila, Model Year 2003",0,"Petrol","1.0 12v 5 Door MPC, From VIN: W0L0HAF683000001","Car"
"Vauxhall Agila, Model Year 2010",0,"Petrol","1.2i 16v","Car"
"Vauxhall Agila, Model Year 2010 ½",0,"Petrol","1.2i 16v","Car"
"Vauxhall Agila, Model Year 2011",0,"Petrol","1.2l 16V ecoFLEX with 14' wheels","Car"
"Vauxhall Agila, Model Year 2012",0,"Petrol","1.0l 12V ecoFLEX","Car"
"Vauxhall Ampera, Model Year 2012",0,"Electricity/Petrol","Earth EV & 1.4","Car"
"Vauxhall Antara 5 Door SUV Model Year 2011",0,"Diesel","Z22D1 163PS","Car"
"Vauxhall Antara 5 Door SUV Model Year 2012",0,"Petrol","2.4i 167PS with 17 inch wheels","Car"
"Vauxhall Antara 5 Door SUV, Model Year 2011",0,"Diesel","Z22D1 163PS","Car"
"Vauxhall Antara 5 Door SUV, Model Year 2012",0,"Petrol","2.2CDTi 163PS AWD Exclusiv","Car"
"Vauxhall Antara 5 Door SUV, Model Year 2013",0,"Diesel","2.2 CDTi Exclusive 163PS FWD with Start/Stop and 17' wheels","Car"
"Vauxhall Antara MY2008",0,"Petrol","2.0i 150PS","Car"
"Vauxhall Antara MY2009",0,"Diesel","2.0CDTi 150PS","Car"
"Vauxhall Antara Model Year 2009",0,"Diesel","2.0CDTi 150ps","Car"
"Vauxhall Antara Model Year 2010",0,"Diesel","2.0CDTi 150ps","Car"
"Vauxhall Antara, MY2007",0,"Petrol","2.0i 150PS","Car"
"Vauxhall Antara, MY2008",0,"Petrol","2.0i 150PS","Car"
"Vauxhall Antara, Model Year 2010",0,"Diesel","2.0CDTi 150PS","Car"
"Vauxhall Astra (T98), MY2005",0,"Diesel","1.6i 16v Enjoy 5 Dr Hatch","Car"
"Vauxhall Astra 3 Door Hatchback Model Year 2009",0,"Petrol","1.8i 16v VVT with 15/16' wheels","Car"
"Vauxhall Astra 3 Door Hatchback Model Year 2011",0,"Petrol","1.6i 16v VVT","Car"
"Vauxhall Astra 3 Door Hatchback Model Year 2012",0,"Diesel","GTC Sport 16V 130PS Start/Stop","Car"
"Vauxhall Astra 3 Door Hatchback, Model Year 2011",0,"Petrol","1.6i 16v VVT","Car"
"Vauxhall Astra 3 Door Hatchback, Model Year 2012",0,"Diesel","GTC Sport 16V 130PS Start/Stop","Car"
"Vauxhall Astra 3 Door Hatchback, Model Year 2013",0,"Diesel","GTC Sport 1.7CDTi 16V 130PS Start/Stop with 17' wheels","Car"
"Vauxhall Astra 5 Door Estate Model Year 2009",0,"Petrol","1.6i 16v VVT","Car"
"Vauxhall Astra 5 Door Hatchback Model Year 2009",0,"Petrol","1.6i 16v VVT","Car"
"Vauxhall Astra 5 Door Hatchback Model Year 2010",0,"Petrol","1.6i 16v VVT (115ps) with 16/17/18 inch wheels","Car"
"Vauxhall Astra 5 Door Hatchback Model Year 2011",0,"Petrol","1.4i 16v VVT 100PS","Car"
"Vauxhall Astra 5 Door Hatchback Model Year 2012",0,"Diesel","1.6l 16V VVT 115PS with 16/17/18 inch wheels","Car"
"Vauxhall Astra 5 Door Hatchback, Model Year 2010",0,"Petrol","1.6i 16v VVT 115PS with 16/17/18 inch wheel","Car"
"Vauxhall Astra 5 Door Hatchback, Model Year 2010 ½",0,"Diesel","1.3CDTi 16v ecoFLEX 95PS with 16' or 17' wheels","Car"
"Vauxhall Astra 5 Door Hatchback, Model Year 2011",0,"Petrol","1.4i 16v VVT 100PS","Car"
"Vauxhall Astra 5 Door Hatchback, Model Year 2012",0,"Diesel","1.6l 16V VVT 115PS with 16/17/18' wheels","Car"
"Vauxhall Astra 5 Door Sports Tourer Model Year 2010",0,"Diesel","1.7CDTi 16v 110PS ecoFLEX","Car"
"Vauxhall Astra 5 Door Sports Tourer Model Year 2011",0,"Diesel","A14NET 140PS 16/17 inch wheels","Car"
"Vauxhall Astra 5 Door Sports Tourer Model Year 2012",0,"Diesel","1.6l 16V VVT 115PS with 16/17 inch wheels","Car"
"Vauxhall Astra 5 Door Sports Tourer, Model Year 2010",0,"Diesel","1.7CDTi 16v 110PS ecoFLEX","Car"
"Vauxhall Astra 5 Door Sports Tourer, Model Year 2011",0,"Petrol","A13DTE 95PS","Car"
"Vauxhall Astra 5 Door Sports Tourer, Model Year 2012",0,"Diesel","1.6l 16V VVT 115PS with 16/17' wheels","Car"
"Vauxhall Astra 5 Door Sports Tourer, Model Year 2013",0,"Diesel","Tech Line EcoFlex with Start/Stop 16' wheels","Car"
"Vauxhall Astra Cabriolet, MY2005",0,"Petrol","2.2i 16v 2 Door Convertible +15/16' tyre","Car"
"Vauxhall Astra Convertible, MY2005",0,"Petrol","2.2i 16v 2 Door Convertible with 15'/16' tyre","Car"
"Vauxhall Astra Convertible, MY2006",0,"Petrol","1.6i 16v 2 Door Convertible","Car"
"Vauxhall Astra Convertible, Model Year 2002",0,"Petrol","2.2i 16v","Car"
"Vauxhall Astra Convertible, Model Year 2003",0,"Petrol","1.8 16v 2 Door From VIN: W0L0TGF673B000001","Car"
"Vauxhall Astra Convertible,Model Year 2002",0,"Petrol","2.2i 16v","Car"
"Vauxhall Astra Coupe, MY2005",0,"Petrol","1.8i 16v 2 Door Coupe","Car"
"Vauxhall Astra Coupe, Model Year 2002",0,"Petrol","2.2i 16v","Car"
"Vauxhall Astra Coupe, Model Year 2003",0,"Petrol","1.8 16v 2 Door Coupé, From VIN: W0L0TGF073B000001","Car"
"Vauxhall Astra Coupé, MY2005",0,"Petrol","1.6i 16v","Car"
"Vauxhall Astra Coupé, Model Year 2001",0,"Petrol","2.2i 16v","Car"
"Vauxhall Astra Coupé, Model Year 2002",0,"Petrol","2.2i 16v","Car"
"Vauxhall Astra GTC Model Year 2012",0,"Petrol","1.4i 16v VVT Turbo 120PS Start/Stop with 18/19 inch wheels","Car"
"Vauxhall Astra GTC, Model Year 2012",0,"Petrol","1.4i 16v VVT Turbo 120PS Start/Stop with 18/19 inch wheels","Car"
"Vauxhall Astra GTC, Model Year 2013",0,"Diesel","2.0 CDTi 165PS 16V SRI with 17' wheels","Car"
"Vauxhall Astra MY2008 3 Door Hatchback",0,"Petrol","1.8i 16v VVT with 16' wheel","Car"
"Vauxhall Astra MY2008 5 Door Estate",0,"Petrol","1.8i 16v VVT with 17/18' wheel","Car"
"Vauxhall Astra MY2008 5 Door Hatchback",0,"Petrol","1.6i 16v VVT 5 Door Hatchback with 15/16' wheel","Car"
"Vauxhall Astra MY2009 3 Door Hatchback",0,"Petrol","1.8i 16v VVT with 15/16' wheels","Car"
"Vauxhall Astra MY2009 5 Door Estate",0,"Petrol","1.6i 16v VVT","Car"
"Vauxhall Astra MY2009 5 Door Hatchback",0,"Petrol","1.6i 16v VVT","Car"
"Vauxhall Astra TwinTop MY2008",0,"Petrol","1.8i 16v VVT 2 Door with 16/17/18' wheel","Car"
"Vauxhall Astra TwinTop MY2009",0,"Petrol","1.8i 16v VVT","Car"
"Vauxhall Astra TwinTop Model Year 2009",0,"Petrol","1.8i 16v VVT","Car"
"Vauxhall Astra TwinTop Model Year 2010",0,"Petrol","1.8i 16v VVT Sport","Car"
"Vauxhall Astra TwinTop, MY2007",0,"Petrol","1.8i 16v VVT 2 Door","Car"
"Vauxhall Astra TwinTop, MY2008",0,"Petrol","1.8i 16v VVT 2 Door with 16/17/18' wheel","Car"
"Vauxhall Astra TwinTop, Model Year 2010",0,"Petrol","1.8i 16v VVT Sport","Car"
"Vauxhall Astra, MY2004",0,"Petrol","1.4 16v Active 5 Door Hatchback From VIN: W0L0TGF484G045303","Car"
"Vauxhall Astra, MY2005",0,"Petrol","1.4i 16v 5 Door Hatchbackback","Car"
"Vauxhall Astra, MY2007 3 Door Hatchback",0,"Petrol","1.6i 16v VVT 115PS 3 Door Hatchback","Car"
"Vauxhall Astra, MY2007 5 Door Estate",0,"Petrol","1.6i 16v 5 Door Estate","Car"
"Vauxhall Astra, MY2007 5 Door Hatchback",0,"Petrol","1.8i 16v VVT 5 Door Hatchback with 15/16' tyre","Car"
"Vauxhall Astra, MY2008 3 Door Hatchback",0,"Petrol","1.8i 16v VVT with 16' wheel","Car"
"Vauxhall Astra, MY2008 5 Door Estate",0,"Petrol","1.8i 16v VVT with 17/18' wheel","Car"
"Vauxhall Astra, MY2008 5 Door Hatchback",0,"Petrol","1.6i 16v VVT 5 Door Hatchback with 15/16' wheel","Car"
"Vauxhall Astra, Model Year 2001",0,"Petrol","1.6i 16v Estate","Car"
"Vauxhall Astra, Model Year 2002",0,"Petrol","1.6i 16v (Estate)","Car"
"Vauxhall Astra, Model Year 2003",0,"Petrol","1.6 16v 5 Door Hatchback From VIN: W0L0TGF4835127271","Car"
"Vauxhall Cascada, Model Year 2013",0,"Diesel","1.4 16v 140PS Elite Turbo with Start/Stop","Car"
"Vauxhall Combo MY2008",0,"Diesel","1.7CDTi 16v 2000 6 Door Crew Van","Car"
"Vauxhall Combo Model Year 2009",0,"Diesel","1.3CDTi 16v 2000","Car"
"Vauxhall Combo Model Year 2010",0,"Diesel","1.3CDTi 16v","Car"
"Vauxhall Combo, MY2005",0,"Diesel","1.3CDTi 16v 2000 6 Door Crew Van","Car"
"Vauxhall Combo, MY2007",0,"Diesel","1.3CDTi 16v 2000 6 Door Crew Van","Car"
"Vauxhall Combo, MY2008",0,"Diesel","1.7CDTi 16v 2000 6 Door Crew Van","Car"
"Vauxhall Combo, Model Year 2010",0,"Diesel","1.3CDTi 16v","Car"
"Vauxhall Corsa 3 Door Hatchback Model Year 2009",0,"Petrol","1.4i 16v","Car"
"Vauxhall Corsa 3 Door Hatchback Model Year 2010",0,"Petrol","1.4i 16v","Car"
"Vauxhall Corsa 3 Door Hatchback Model Year 2011",0,"Petrol","1.0l 12V (65PS) ecoFLEX","Car"
"Vauxhall Corsa 3 Door Hatchback Model Year 2012",0,"Petrol","1.4i 16v VVT 100PS","Car"
"Vauxhall Corsa 3 Door Hatchback, Model Year 2011",0,"Petrol","1.4I 16V (100PS) (134G)","Car"
"Vauxhall Corsa 3 Door Hatchback, Model Year 2012",0,"Petrol","1.4i 16v VVT 100PS","Car"
"Vauxhall Corsa 3 Door Hatchback, Model Year 2013",0,"Petrol","1.2i 16V 85PS Limited Edition with 17' wheels","Car"
"Vauxhall Corsa 5 Door Hatchback Model Year 2009",0,"Petrol","1.4i 16v","Car"
"Vauxhall Corsa 5 Door Hatchback Model Year 2010",0,"Petrol","1.4i 16v","Car"
"Vauxhall Corsa 5 Door Hatchback Model Year 2011",0,"Petrol","1.0l 12V (65PS) ecoFLEX","Car"
"Vauxhall Corsa 5 Door Hatchback Model Year 2012",0,"Petrol","1.4i 16v VVT 100PS","Car"
"Vauxhall Corsa 5 Door Hatchback, Model Year 2011",0,"Petrol","1.0I 12V (65PS) Ecoflex","Car"
"Vauxhall Corsa 5 Door Hatchback, Model Year 2012",0,"Petrol","1.4i 16v VVT 100PS","Car"
"Vauxhall Corsa MY2008 3 Door Hatchback",0,"Petrol","1.4i 16v","Car"
"Vauxhall Corsa MY2008 5 Door Hatchback",0,"Petrol","1.4i 16v","Car"
"Vauxhall Corsa MY2009 3 Door Hatchback",0,"Petrol","1.4i 16v","Car"
"Vauxhall Corsa MY2009 5 Door Hatchback",0,"Petrol","1.4i 16v","Car"
"Vauxhall Corsa, MY2004",0,"Petrol","1.0 12v Active 3 Door Hatchback From VIN: W0L0XCF0844000403","Car"
"Vauxhall Corsa, MY2005",0,"Petrol","1.0i 12v 3+5 Door Hatchback (not ECO)","Car"
"Vauxhall Corsa, MY2006",0,"Petrol","1.0i 12v 3 Door Hatchback","Car"
"Vauxhall Corsa, MY2007 3 Door Hatchback",0,"Petrol","1.2i 16v","Car"
"Vauxhall Corsa, MY2007 5 Door Hatchback",0,"Petrol","1.2i 16v","Car"
"Vauxhall Corsa, MY2008 3 Door Hatchback",0,"Petrol","1.4i 16v","Car"
"Vauxhall Corsa, MY2008 5 Door Hatchback",0,"Petrol","1.4i 16v","Car"
"Vauxhall Corsa, Model Year 2000",0,"Petrol","1.2i 16v","Car"
"Vauxhall Corsa, Model Year 2001",0,"Petrol","1.2i 16v","Car"
"Vauxhall Corsa, Model Year 2002",0,"Petrol","1.2i 16v","Car"
"Vauxhall Corsa, Model Year 2003",0,"Petrol","1.4 16v 3 Door Hatchback From VIN: W0L0XCF0834000001","Car"
"Vauxhall Frontera, MY2004",0,"Petrol","2.2DTI 16v Limited 5 Door Estate From VIN: W0L06BG764V500116","Car"
"Vauxhall Frontera, Model Year 2000",0,"Petrol","2.2 DTi 16v Estate","Car"
"Vauxhall Frontera, Model Year 2001",0,"Petrol","2.2 DTi 16v Estate/Limited","Car"
"Vauxhall Frontera, Model Year 2002",0,"Petrol","3.2i V6 24v (5 door)","Car"
"Vauxhall Insignia 4 Door Saloon Model Year 2009",0,"Petrol","2.0CDTi 16v (130ps)","Car"
"Vauxhall Insignia 4 Door Saloon Model Year 2010",0,"Diesel","1.8i 16v VVT","Car"
"Vauxhall Insignia 4 Door Saloon Model Year 2012",0,"Diesel","2.0i 16v Turbo","Car"
"Vauxhall Insignia 4 Door Saloon, Model Year 2010",0,"Diesel","2.0CDTi 130PS","Car"
"Vauxhall Insignia 4 Door Saloon, Model Year 2012",0,"Diesel","2.0i 16v Turbo","Car"
"Vauxhall Insignia 5 Door Hatchback Model Year 2009",0,"Petrol","2.0CDTi 16v (130ps)","Car"
"Vauxhall Insignia 5 Door Hatchback Model Year 2010",0,"Diesel","1.8i 16v VVT","Car"
"Vauxhall Insignia 5 Door Hatchback Model Year 2011",0,"Diesel","SRI NAV VX-LINE 2.0CDTi 160PS","Car"
"Vauxhall Insignia 5 Door Hatchback Model Year 2012",0,"Diesel","2.0i 16v Turbo","Car"
"Vauxhall Insignia 5 Door Hatchback, Model Year 2010",0,"Diesel","2.0CDTi 130PS","Car"
"Vauxhall Insignia 5 Door Hatchback, Model Year 2011",0,"Diesel","SRI NAV VX-LINE 2.0CDTi 160PS","Car"
"Vauxhall Insignia 5 Door Hatchback, Model Year 2012",0,"Diesel","2.0i 16v Turbo","Car"
"Vauxhall Insignia 5 Door Hatchback, Model Year 2013",0,"Diesel","2.0 CDTi 16v 195PS SRI VX-Line Start/Stop with 16' wheels","Car"
"Vauxhall Insignia 5 Door Sport Tourer Model Year 2009",0,"Petrol","2.0CDTi (130ps)","Car"
"Vauxhall Insignia 5 Door Sport Tourer Model Year 2010",0,"Petrol","2.0i 16v Turbo","Car"
"Vauxhall Insignia 5 Door Sport Tourer Model Year 2011",0,"Diesel","2.0CDTi 160PS 4X4","Car"
"Vauxhall Insignia 5 Door Sport Tourer Model Year 2012",0,"Petrol","VXR NAV 24v V6 Turbo 4x4","Car"
"Vauxhall Insignia 5 Door Sport Tourer, Model Year 2010",0,"Petrol","2.0i 16v Turbo","Car"
"Vauxhall Insignia 5 Door Sport Tourer, Model Year 2011",0,"Diesel","2.0CDTi 160PS 4X4","Car"
"Vauxhall Insignia 5 Door Sport Tourer, Model Year 2012",0,"Diesel","VXR NAV 24v V6 Turbo 4x4","Car"
"Vauxhall Insignia 5 Door Sport Tourer, Model Year 2013",0,"Diesel","VXR Supersport NAV 2.8i 24V V6 Turbo 4x4","Car"
"Vauxhall Insignia MY2009 4 Door Saloon",0,"Petrol","2.0CDTi 16v (130PS)","Car"
"Vauxhall Insignia MY2009 5 Door Hatchback",0,"Petrol","2.0CDTi 16v (130PS)","Car"
"Vauxhall Meriva 5 Door MPV Model Year 2010",0,"Petrol","1.3CDTi 16v","Car"
"Vauxhall Meriva 5 Door MPV Model Year 2011",0,"Diesel","1.7CDTi (130PS)","Car"
"Vauxhall Meriva MY2008",0,"Petrol","1.6i 16v","Car"
"Vauxhall Meriva MY2009",0,"Petrol","1.8i 16v","Car"
"Vauxhall Meriva Model Year 2009",0,"Petrol","1.8i 16v","Car"
"Vauxhall Meriva Model Year 2010",0,"Petrol","1.6i 16v","Car"
"Vauxhall Meriva, MY2004",0,"Petrol","1.6 16v Design 5 Door From VIN: W0L0XCE7544269601","Car"
"Vauxhall Meriva, MY2005",0,"Petrol","1.6i 16v 5 Door MPV","Car"
"Vauxhall Meriva, MY2006",0,"Petrol","1.6i 16v 5 Door MPV","Car"
"Vauxhall Meriva, MY2007",0,"Petrol","1.6i 16v 5 Door MPV","Car"
"Vauxhall Meriva, MY2008 5 Door MPV",0,"Petrol","1.6i 16v","Car"
"Vauxhall Meriva, Model Year 2003",0,"Petrol","1.6 16v 5 Door Hatchback (Z16XE) From VIN: W0L0XCE7534000001","Car"
"Vauxhall Meriva, Model Year 2010",0,"Petrol","1.6i 16v","Car"
"Vauxhall Meriva, Model Year 2011",0,"Diesel","1.3CDTI (75PS) 5 Speed","Car"
"Vauxhall Meriva, Model Year 2012",0,"Diesel","1.7CDTi (110PS) with A/C and 17' wheels","Car"
"Vauxhall Meriva, Model Year 2013",0,"Petrol","1.4i 16V Turbo 120PS with 15' wheels","Car"
"Vauxhall Mokka 5 Door SUV, Model Year 2013",0,"Diesel","1.6 115PS Start/Stop","Car"
"Vauxhall Movano, MY2007",0,"Diesel","2.5CDTi 100PS SWB 2.8T 9 Seat Combi","Car"
"Vauxhall New Astra, MY2004",0,"Petrol","1.4 16v Club 5 Door Hatchback From VIN: W0L0AHL4845133072","Car"
"Vauxhall New Astra, MY2005",0,"Petrol","1.6i 16v 5 Door Estate","Car"
"Vauxhall New Astra, MY2006",0,"Petrol","1.6i 16v 5 Door Estate","Car"
"Vauxhall New Astra, MY2007",0,"Petrol","1.6i 16v 5 Door Estate","Car"
"Vauxhall New Astra, Model Year 2000",0,"Petrol","1.6 16v","Car"
"Vauxhall New Zafira, MY2005",0,"Diesel","1.9CDTi 120PS 5 Door MPV","Car"
"Vauxhall New Zafira, MY2006",0,"Petrol","1.9CDTi 120PS 5 Door MPV","Car"
"Vauxhall New Zafira, MY2007",0,"Petrol","1.9CDTi 120PS 5 Door MPV","Car"
"Vauxhall Omega, Model Year 2000",0,"Petrol","2.0i 16v","Car"
"Vauxhall Omega, Model Year 2001",0,"Petrol","2.2i 16v Estate","Car"
"Vauxhall Omega, Model Year 2002",0,"Petrol","2.2i 16v (5 door)","Car"
"Vauxhall Omega, Model Year 2003",0,"Petrol","3.2 V6 4 Door Saloon, From VIN: W0L0VBF6931000001","Car"
"Vauxhall Signum MY2008",0,"Petrol","1.9CDTi 16v 150PS with 16/17/18' wheel","Car"
"Vauxhall Signum, MY2004",0,"Petrol","1.9CDTI (150PS) Design 5 Door Hatchback From VIN: W0L0ZCF4841042026","Car"
"Vauxhall Signum, MY2005",0,"Petrol","1.9CDTi 16v 150PS 5 Door Hatchback +16/17/18' tyre","Car"
"Vauxhall Signum, MY2006",0,"Petrol","1.9CDTi 16v 150PS 5 Door Hatchback with 19' tyre","Car"
"Vauxhall Signum, MY2007",0,"Petrol","3.0CDTi V6 24v 5 Door Hatchback","Car"
"Vauxhall Signum, MY2008 5 Door Hatchback",0,"Petrol","1.9CDTi 16v 150PS with 16/17/18' wheel","Car"
"Vauxhall Signum, Model Year 2003",0,"Petrol","2.2 16v Direct 5 Door Hatchback (Z22YH) From VIN: W0L0ZCF4831000001","Car"
"Vauxhall Tigra MY2008",0,"Petrol","1.4i 16v","Car"
"Vauxhall Tigra Model Year 2009",0,"Petrol","1.4i 16v","Car"
"Vauxhall Tigra, MY2005",0,"Petrol","1.3CDTi 16v 2 Door Convertible","Car"
"Vauxhall Tigra, MY2006",0,"Petrol","1.3CDTi 16v 2 Door Convertible","Car"
"Vauxhall Tigra, MY2007",0,"Petrol","1.4i 16v 2 Door Convertible","Car"
"Vauxhall Tigra, MY2008 2 Door Convertible",0,"Petrol","1.4i 16v","Car"
"Vauxhall Tigra, Model Year 2000",0,"Petrol","1.4i 16v","Car"
"Vauxhall VX220, MY2003",0,"Petrol","2.0i 16v Turbo","Car"
"Vauxhall VX220, Model Year 2001",0,"Petrol","VX220","Car"
"Vauxhall VX220, Model Year 2002",0,"Petrol","2.2i 16v","Car"
"Vauxhall VX220, Model Year 2003",0,"Petrol","2.0 16v 2 Door Convertible, From VIN: W0L0EBR973N000001","Car"
"Vauxhall Vectra MY2008 4 Door Saloon",0,"Petrol","1.9CDTi 16v 150PS with 16/17/18' wheel","Car"
"Vauxhall Vectra MY2008 5 Door Estate",0,"Petrol","1.9CDTi 16v 150PS with 16/17/18' wheel","Car"
"Vauxhall Vectra MY2008 5 Door Hatchback",0,"Petrol","1.9CDTi 16v 150PS with 16/17/18' wheel","Car"
"Vauxhall Vectra, MY2004",0,"Petrol","1.8 16v LS 5 Door Hatchback From VIN: W0L0ZCF6848052761","Car"
"Vauxhall Vectra, MY2005",0,"Petrol","3.2i V6 24v 5 Door Estate","Car"
"Vauxhall Vectra, MY2006",0,"Petrol","2.2i 16v Direct 4 Door Saloon","Car"
"Vauxhall Vectra, MY2007",0,"Petrol","2.2i 16v Direct 4 Door Saloon","Car"
"Vauxhall Vectra, MY2007 4 Door Saloon",0,"Petrol","2.2i 16v Direct 4 Door Saloon","Car"
"Vauxhall Vectra, MY2007 5 Door Estate",0,"Petrol","2.2i 16v Direct with 19' tyre 5 Door Estate","Car"
"Vauxhall Vectra, MY2007 5 Door Hatchback",0,"Petrol","2.2i 16v Direct with 19' tyre 5 Door Hatchback","Car"
"Vauxhall Vectra, MY2008 4 Door Saloon",0,"Petrol","1.9CDTi 16v 150PS with 16/17/18' wheel","Car"
"Vauxhall Vectra, MY2008 5 Door Estate",0,"Petrol","1.9CDTi 16v 150PS with 16/17/18' wheel","Car"
"Vauxhall Vectra, MY2008 5 Door Hatchback",0,"Petrol","1.9CDTi 16v 150PS with 16/17/18' wheel","Car"
"Vauxhall Vectra, Model Year 2000",0,"Petrol","2.0i 16v","Car"
